date,open,high,low,close,volume,dividends,stock splits
1980-12-12 00:00:00-05:00,0.09838948398828505,0.0988172406135029,0.09838948398828505,0.09838948398828506,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09368421533033078,0.09368421533033078,0.09325645864009857,0.09325645864009857,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08683936860447428,0.08683936860447428,0.08641161769628525,0.08641161769628525,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08855034410953522,0.08897810053816227,0.08855034410953522,0.08855034410953522,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09111767262220383,0.09154542350845413,0.09111767262220383,0.09111767262220383,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09667845070362091,0.09710620724828234,0.09667845070362091,0.09667845070362091,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.1013837680220604,0.10181228998357517,0.1013837680220604,0.1013837680220604,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10566205531358719,0.10608981189446903,0.10566205531358719,0.10566205531358719,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11122288554906845,0.11165064224130174,0.11122288554906845,0.11122288554906845,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12148971110582352,0.1219174676858828,0.12148971110582352,0.12148971110582352,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1232006847858429,0.12362844122279473,0.1232006847858429,0.1232006847858429,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12063419058652962,0.12063419058652962,0.12020644545555115,0.12020644545555115,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11721219512768816,0.11721219512768816,0.11678443849086761,0.11678443849086761,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11806771904230118,0.11892323247581674,0.11806771904230118,0.11806771904230118,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11592890307155514,0.11592890307155514,0.11550115793943405,0.11550115793943405,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11079516672335762,0.11079516672335762,0.11036740988492966,0.11036740988492966,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10608981189446903,0.10608981189446903,0.10566205531358719,0.10566205531358719,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10395107419725005,0.10395107419725005,0.10352332890033722,0.10352332890033722,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10908407717943192,0.10951183372919693,0.10908407717943192,0.10908407717943192,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10908408837850588,0.10908408837850588,0.10822858661413193,0.10822858661413193,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10480656117638283,0.10480656117638283,0.10437880456447601,0.10437880456447601,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1048065647482872,0.10523432137477237,0.1048065647482872,0.1048065647482872,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10694529861211777,0.10780080013935692,0.10694529861211777,0.10694529861211777,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10651760201529334,0.10651760201529334,0.10608984529972076,0.10608984529972076,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11250612139701843,0.11293387800254252,0.11250612139701843,0.11250612139701843,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10951183372919693,0.10951183372919693,0.10908407717943192,0.10908407717943192,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11122288554906845,0.11207838751054541,0.11122288554906845,0.11122288554906845,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11250612139701843,0.11336163460806661,0.11250612139701843,0.11250612139701843,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11250613276310725,0.11293388941184605,0.11207837611436844,0.11207837611436844,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11079516672335762,0.11079516672335762,0.11036740988492966,0.11036740988492966,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11036732405060791,0.11036732405060791,0.10951182246208191,0.10951182246208191,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10651760201529334,0.10651760201529334,0.10608984529972076,0.10608984529972076,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10266778258007143,0.10266778258007143,0.10224002599716187,0.10224002599716187,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09753396379294377,0.09753396379294377,0.09667845070362091,0.09667845070362091,46188800,0.0,0.0
