,Strategy,Benchmark
2016-08-17 00:00:00+00:00,0.0034779060630696947,0.0018790137009613442
2016-08-17 04:00:00+00:00,-2.556727444459811e-05,0.0
2016-08-18 00:00:00+00:00,0.0036072010036446393,0.0022415195341601506
2016-08-18 04:00:00+00:00,-9.477584148513807e-05,0.0
2016-08-19 00:00:00+00:00,-0.0040968910745308625,-0.0014631304079013624
2016-08-19 04:00:00+00:00,0.00028128161652907435,0.0
2016-08-22 00:00:00+00:00,0.0015822290645162121,-4.6068203208372086e-05
2016-08-22 04:00:00+00:00,-0.0007544234480485425,0.0
2016-08-23 00:00:00+00:00,0.0006151412559968132,0.00201156921342823
2016-08-23 04:00:00+00:00,0.0005222670787237802,0.0
2016-08-24 00:00:00+00:00,-0.004368951055445117,-0.005127848193693366
2016-08-24 04:00:00+00:00,-0.0007207916607574542,0.0
2016-08-25 00:00:00+00:00,-0.0010998316580052272,-0.0006888525902493645
2016-08-25 04:00:00+00:00,-0.0002372154626760701,0.0
2016-08-26 00:00:00+00:00,-0.003924621884357866,-0.001885211906459184
2016-08-26 04:00:00+00:00,-0.0007298677951486685,0.0
2016-08-29 00:00:00+00:00,0.00556244184897328,0.0049123264869430925
2016-08-29 04:00:00+00:00,-5.139770755957683e-05,0.0
2016-08-30 00:00:00+00:00,-0.003957549974387572,-0.0016501288014642897
2016-08-30 04:00:00+00:00,-0.0009818544863086074,0.0
2016-08-31 00:00:00+00:00,-0.0008459923449636091,-0.0028477542395775064
2016-08-31 04:00:00+00:00,-0.00029769531746104075,0.0
2016-09-01 00:00:00+00:00,0.00045193411688407395,4.557419635700823e-05
2016-09-01 04:00:00+00:00,0.0007267680741909402,0.0
2016-09-02 00:00:00+00:00,-0.00019869639934250204,0.004498004911664962
2016-09-02 04:00:00+00:00,0.0009081779439856677,0.0
2016-09-06 00:00:00+00:00,0.00506162893118046,0.0030180851642498206
2016-09-06 04:00:00+00:00,-0.0002892733984085042,0.0
2016-09-07 00:00:00+00:00,-0.0005854994909648189,-9.160694865430346e-05
2016-09-07 04:00:00+00:00,0.0005839266905694885,0.0
2016-09-08 00:00:00+00:00,-0.005010701614095285,-0.0022854030603113675
2016-09-08 04:00:00+00:00,-0.0025978383375950907,0.0
2016-09-09 00:00:00+00:00,-0.01272615308047639,-0.024225891279279693
2016-09-09 04:00:00+00:00,-0.0069691590292165675,0.0
2016-09-12 00:00:00+00:00,0.003799254932479887,0.014245421400068228
2016-09-12 04:00:00+00:00,0.005183433081219135,0.0
2016-09-13 00:00:00+00:00,-0.008048037422736113,-0.014480295687214075
2016-09-13 04:00:00+00:00,-0.0010294319234223116,0.0
2016-09-14 00:00:00+00:00,0.000875061367553037,-0.00037511111476659306
2016-09-14 04:00:00+00:00,0.0007728458979850725,0.0
2016-09-15 00:00:00+00:00,0.0004143203467730857,0.00994353467594314
2016-09-15 04:00:00+00:00,0.006251284005084975,0.0
2016-09-16 00:00:00+00:00,0.001848256780953184,-0.003873238920486695
2016-09-16 04:00:00+00:00,-5.391025590837902e-05,0.0
2016-09-19 00:00:00+00:00,-0.00047010263621262313,0.0001876011279846013
2016-09-19 04:00:00+00:00,-0.0021596750290386823,0.0
2016-09-20 00:00:00+00:00,0.000469377555813806,4.71024613613519e-05
2016-09-20 04:00:00+00:00,-0.00032555024933968754,0.0
2016-09-21 00:00:00+00:00,0.009845667712283061,0.0111825029951329
2016-09-21 04:00:00+00:00,0.0024611177964267744,0.0
2016-09-22 00:00:00+00:00,0.004228891859665992,0.006281428820251825
2016-09-22 04:00:00+00:00,0.0012117552049022572,0.0
2016-09-23 00:00:00+00:00,-0.0013750941864831415,-0.005493945412987183
2016-09-23 04:00:00+00:00,-0.0029052720129172155,0.0
2016-09-26 00:00:00+00:00,-0.0011985676415476047,-0.008135306689825145
2016-09-26 04:00:00+00:00,-0.0012172641916795702,0.0
2016-09-27 00:00:00+00:00,-0.00094508068864708,0.006188709152499747
2016-09-27 04:00:00+00:00,0.0029447831628930106,0.0
2016-09-28 00:00:00+00:00,-0.0001104149406493674,0.004951395817138515
2016-09-28 04:00:00+00:00,0.0010597280735816362,0.0
2016-09-29 00:00:00+00:00,-0.004378150513225022,-0.009088689251283583
2016-09-29 04:00:00+00:00,-0.0033963461267343086,0.0
2016-09-30 00:00:00+00:00,-0.001796301144458069,0.007518160609816616
2016-09-30 04:00:00+00:00,0.001390595275152975,0.0
2016-10-03 00:00:00+00:00,-0.004055631647696276,-0.0024072590771012994
2016-10-03 04:00:00+00:00,-0.0009975972584552936,0.0
2016-10-04 00:00:00+00:00,-0.012877361518100866,-0.005110901532715202
2016-10-04 04:00:00+00:00,-0.0004095981575372268,0.0
2016-10-05 00:00:00+00:00,0.0001247436212009319,0.004415317256434634
2016-10-05 04:00:00+00:00,0.001567195592625373,0.0
2016-10-06 00:00:00+00:00,-0.003189341713484418,0.0006955842762804363
2016-10-06 04:00:00+00:00,0.000876017502976777,0.0
2016-10-07 00:00:00+00:00,-0.0007022830655124407,-0.0034353626575870156
2016-10-07 04:00:00+00:00,0.00032870182000554614,0.0
2016-10-10 00:00:00+00:00,0.001538024065800476,0.005194887788674375
2016-10-10 04:00:00+00:00,0.0020676940373677124,0.0
2016-10-11 00:00:00+00:00,-0.005382197833171725,-0.012710086390166752
2016-10-11 04:00:00+00:00,-0.0031144518496312823,0.0
2016-10-12 00:00:00+00:00,0.0009596491910241555,0.0013111052242303766
2016-10-12 04:00:00+00:00,0.0002841225357301748,0.0
2016-10-13 00:00:00+00:00,0.00029230761721921926,-0.003280825362921631
2016-10-13 04:00:00+00:00,-0.0009405704168092069,0.0
2016-10-14 00:00:00+00:00,-0.0035375876663115745,0.0005161492287581989
2016-10-14 04:00:00+00:00,0.0023004466821480744,0.0
2016-10-17 00:00:00+00:00,0.0007049934384786726,-0.0034781484346696834
2016-10-17 04:00:00+00:00,-0.0008157667186150479,0.0
2016-10-18 00:00:00+00:00,0.003967083946418371,0.006242824568833193
2016-10-18 04:00:00+00:00,-0.00018013295360324826,0.0
2016-10-19 00:00:00+00:00,0.0006962978389745088,0.0026633162109079467
2016-10-19 04:00:00+00:00,-0.0016106051714596553,0.0
2016-10-20 00:00:00+00:00,3.43343402733526e-05,-0.0018680607672089953
2016-10-20 04:00:00+00:00,-0.00037942819857502514,0.0
2016-10-21 00:00:00+00:00,0.0004647283158795112,0.0004673217349830049
2016-10-21 04:00:00+00:00,-0.0011117116336438859,0.0
2016-10-24 00:00:00+00:00,-0.0010500135606728456,0.004244032410801612
2016-10-24 04:00:00+00:00,0.005192732198592829,0.0
2016-10-25 00:00:00+00:00,0.0009379737065161735,-0.0033566478259148785
2016-10-25 04:00:00+00:00,0.0026537021423172383,0.0
2016-10-26 00:00:00+00:00,-0.0025042956403150537,-0.0020096888267122927
2016-10-26 04:00:00+00:00,-0.012021759007686516,0.0
2016-10-27 00:00:00+00:00,-0.0036707214943334393,-0.0026702196845597285
2016-10-27 04:00:00+00:00,-0.005242432397314514,0.0
2016-10-28 00:00:00+00:00,-0.0007119715105459722,-0.002959522400026569
2016-10-28 04:00:00+00:00,-0.0035676838950603,0.0
2016-10-31 00:00:00+00:00,0.002312327895574411,4.6627966019302677e-05
2016-10-31 04:00:00+00:00,-0.0008084727689014551,0.0
2016-11-01 00:00:00+00:00,-0.0005727494897277367,-0.007271640888580785
2016-11-01 04:00:00+00:00,-0.009564939735122353,0.0
2016-11-02 00:00:00+00:00,-0.00029415442100366544,-0.006037210637134471
2016-11-02 04:00:00+00:00,-0.002125985490597797,0.0
2016-11-03 00:00:00+00:00,-0.0002289456495453871,-0.0045872304640025025
2016-11-03 04:00:00+00:00,-0.007246191625603436,0.0
2016-11-04 00:00:00+00:00,-4.275530931261077e-05,-0.0011024107459720884
2016-11-04 04:00:00+00:00,-0.008335327011141726,0.0
2016-11-07 00:00:00+00:00,0.0010588385207001803,0.021817651744312352
2016-11-07 05:00:00+00:00,0.01959099153607174,0.0
2016-11-08 00:00:00+00:00,0.00021771808868052654,0.004493724549293911
2016-11-08 05:00:00+00:00,0.003447301543083104,0.0
2016-11-09 00:00:00+00:00,0.0004212829953026808,0.01054602117922102
2016-11-09 05:00:00+00:00,-0.002940128039056249,0.0
2016-11-10 00:00:00+00:00,6.228605735473602e-05,0.0024925437734062317
2016-11-10 05:00:00+00:00,-0.02529018198566745,0.0
2016-11-11 00:00:00+00:00,-0.000151307350089176,-0.0023073882180427645
2016-11-11 05:00:00+00:00,0.005404229820150763,0.0
2016-11-14 00:00:00+00:00,1.949310451291291e-05,0.0007850554738563844
2016-11-14 05:00:00+00:00,-0.01985663267326014,0.0
2016-11-15 00:00:00+00:00,0.00041491068569355955,0.007772415469599658
2016-11-15 05:00:00+00:00,0.015140567201500407,0.0
2016-11-16 00:00:00+00:00,-8.850562514540186e-05,-0.0018800160540071765
2016-11-16 05:00:00+00:00,0.005763849057822189,0.0
2016-11-17 00:00:00+00:00,-0.0024311615550891693,0.0051275816043048665
2016-11-17 05:00:00+00:00,0.0025229512315989434,0.0
2016-11-18 00:00:00+00:00,-0.002868940349120333,-0.0022400317741621423
2016-11-18 05:00:00+00:00,-0.000609905913212377,0.0
2016-11-21 00:00:00+00:00,0.004239463984470934,0.007523151353058782
2016-11-21 05:00:00+00:00,0.003419045020111513,0.0
2016-11-22 00:00:00+00:00,0.0008852678371440647,0.0019512301781001878
2016-11-22 05:00:00+00:00,0.0007540646938726939,0.0
2016-11-23 00:00:00+00:00,-0.00536331779670705,0.0005436674528379736
2016-11-23 05:00:00+00:00,-0.0025667126913426932,0.0
2016-11-25 00:00:00+00:00,0.002359654865162613,0.003708665136209924
2016-11-25 05:00:00+00:00,0.0010374584640239972,0.0
2016-11-28 00:00:00+00:00,0.005023777898969158,-0.004705989946931567
2016-11-28 05:00:00+00:00,-6.852420318344932e-05,0.0
2016-11-29 00:00:00+00:00,0.0010638229851359835,0.0019485538623403645
2016-11-29 05:00:00+00:00,0.0010956318144432664,0.0
2016-11-30 00:00:00+00:00,-0.010613818679093832,-0.002401934432659552
2016-11-30 05:00:00+00:00,-0.003321801009349437,0.0
2016-12-01 00:00:00+00:00,-0.004230629371312924,-0.003682263124342526
2016-12-01 05:00:00+00:00,-0.004082660931416982,0.0
2016-12-02 00:00:00+00:00,0.003666894704610798,0.0005006515355232733
2016-12-02 05:00:00+00:00,0.0006350302913137151,0.0
2016-12-05 00:00:00+00:00,0.0004372445086696663,0.00599059497876763
2016-12-05 05:00:00+00:00,0.0015627565977422609,0.0
2016-12-06 00:00:00+00:00,9.577072493268014e-05,0.0031625588672188616
2016-12-06 05:00:00+00:00,0.0003312927951975495,0.0
2016-12-07 00:00:00+00:00,0.006898146865469365,0.012996060660366108
2016-12-07 05:00:00+00:00,0.004969250290760946,0.0
2016-12-08 00:00:00+00:00,-0.0017760805296592897,0.002445841869092356
2016-12-08 05:00:00+00:00,0.00039712471957163123,0.0
2016-12-09 00:00:00+00:00,-0.0010918595336238666,0.006022306343561368
2016-12-09 05:00:00+00:00,0.0046161323389667195,0.0
2016-12-12 00:00:00+00:00,0.002266578111162501,-0.0011487312866558805
2016-12-12 05:00:00+00:00,-0.0002673489325030128,0.0
2016-12-13 00:00:00+00:00,0.003116457907297445,0.006651866541332424
2016-12-13 05:00:00+00:00,0.0042474230079422165,0.0
2016-12-14 00:00:00+00:00,-0.0093472726008692,-0.008288509698918835
2016-12-14 05:00:00+00:00,-0.0007451261957877787,0.0
2016-12-15 00:00:00+00:00,0.0007091044442953673,0.0041087570382277875
2016-12-15 05:00:00+00:00,0.00048520206855326106,0.0
2016-12-16 00:00:00+00:00,0.002026764217827672,-0.0019576530509853064
2016-12-16 05:00:00+00:00,-0.0012701537790563878,0.0
2016-12-19 00:00:00+00:00,0.001392488378807708,0.0021747773769298204
2016-12-19 05:00:00+00:00,0.009575938674148137,0.0
2016-12-20 00:00:00+00:00,5.696075743721339e-05,0.0038504532293673972
2016-12-20 05:00:00+00:00,0.0003492241765079311,0.0
2016-12-21 00:00:00+00:00,-0.00036758192126613355,-0.002786616029519701
2016-12-21 05:00:00+00:00,0.0002896750039966851,0.0
2016-12-22 00:00:00+00:00,-0.0003683204994045004,-0.0017288805141273767
2016-12-22 05:00:00+00:00,-0.0019740000868630676,0.0
2016-12-23 00:00:00+00:00,0.0005134440835137621,0.0014631834722287165
2016-12-23 05:00:00+00:00,-0.0012110691740536829,0.0
2016-12-27 00:00:00+00:00,0.0005562252671193384,0.0024779288619072547
2016-12-27 05:00:00+00:00,0.002185034098515876,0.0
2016-12-28 00:00:00+00:00,-0.0012611280375709388,-0.008299017024357305
2016-12-28 05:00:00+00:00,-0.0030252825154310817,0.0
2016-12-29 00:00:00+00:00,0.0013752987239373138,-0.00022261720153089106
2016-12-29 05:00:00+00:00,-0.000611158195867619,0.0
2016-12-30 00:00:00+00:00,-0.0010753804077082614,-0.0036616694831560635
2016-12-30 05:00:00+00:00,-0.006933739336407471,0.0
2017-01-03 00:00:00+00:00,0.0018254934059411304,0.007620761554769586
2017-01-03 05:00:00+00:00,0.0035017815296961427,0.0
2017-01-04 00:00:00+00:00,0.0014270711713262314,0.005931689297142134
2017-01-04 05:00:00+00:00,-0.0022411583545109233,0.0
2017-01-05 00:00:00+00:00,-0.0001908906362014383,-0.0007947629333563992
2017-01-05 05:00:00+00:00,0.0017554884339479329,0.0
2017-01-06 00:00:00+00:00,0.0008590575844195882,0.003571508274506951
2017-01-06 05:00:00+00:00,0.007403906821237517,0.0
2017-01-09 00:00:00+00:00,-0.0007954172597475795,-0.0033065430504205457
2017-01-09 05:00:00+00:00,0.0018377291386612881,0.0
2017-01-10 00:00:00+00:00,4.193079406284553e-09,0.0
2017-01-10 05:00:00+00:00,0.0002168837562482058,0.0
2017-01-11 00:00:00+00:00,0.0006790364979981006,0.002821987652321226
2017-01-11 05:00:00+00:00,0.005599928326666825,0.0
2017-01-12 00:00:00+00:00,-0.0006044978445779322,-0.0025128983947353147
2017-01-12 05:00:00+00:00,-0.005259430636324567,0.0
2017-01-13 00:00:00+00:00,0.0005515491937081822,0.0022928505786601557
2017-01-13 05:00:00+00:00,-1.6261620346932947e-05,0.0
2017-01-17 00:00:00+00:00,-0.0008487900084689752,-0.003529703338456905
2017-01-17 05:00:00+00:00,0.0016575984637929898,0.0
2017-01-18 00:00:00+00:00,0.0005308469564663899,0.002207543605136651
2017-01-18 05:00:00+00:00,-0.00022715508281350436,0.0
2017-01-19 00:00:00+00:00,-0.0008929942097805605,-0.003711389922163817
2017-01-19 05:00:00+00:00,-0.0021985212574751984,0.0
2017-01-20 00:00:00+00:00,0.00035692316203788234,0.003667238579749774
2017-01-20 05:00:00+00:00,0.0038658952089040918,0.0
2017-01-23 00:00:00+00:00,-0.0002534832674973289,-0.002605424028027951
2017-01-23 05:00:00+00:00,0.0018052552335839891,0.0
2017-01-24 00:00:00+00:00,0.0006219392788035575,0.006391150804240864
2017-01-24 05:00:00+00:00,0.003322425513535356,0.0
2017-01-25 00:00:00+00:00,0.0008386311905650639,0.00861829356816463
2017-01-25 05:00:00+00:00,0.008618041957804549,0.0
2017-01-26 00:00:00+00:00,-0.00010181857625968673,-0.0010458343278723556
2017-01-26 05:00:00+00:00,0.004151919389118326,0.0
2017-01-27 00:00:00+00:00,-0.00015288175502766482,-0.001571228540993699
2017-01-27 05:00:00+00:00,0.009901500846185178,0.0
2017-01-30 00:00:00+00:00,-0.0006054526615789524,-0.006221027396758249
2017-01-30 05:00:00+00:00,-0.005473322047554162,0.0
2017-01-31 00:00:00+00:00,-8.312143534182962e-06,-8.752939986464698e-05
2017-01-31 05:00:00+00:00,-0.004242975279349987,0.0
2017-02-01 00:00:00+00:00,3.832169840350883e-05,0.00039521576464163124
2017-02-01 05:00:00+00:00,0.021205714164746786,0.0
2017-02-02 00:00:00+00:00,6.418294780914831e-05,0.000658655563800586
2017-02-02 05:00:00+00:00,-0.0035649958127192184,0.0
2017-02-03 00:00:00+00:00,0.0008770822370416845,0.006869182461994507
2017-02-03 05:00:00+00:00,0.004881976543569096,0.0
2017-02-06 00:00:00+00:00,-0.000222663180768832,-0.00178901657368708
2017-02-06 05:00:00+00:00,0.005069065855007865,0.0
2017-02-07 00:00:00+00:00,7.646578737143094e-06,4.3498024946396426e-05
2017-02-07 05:00:00+00:00,0.004325244312112751,0.0
2017-02-08 00:00:00+00:00,0.00017492489570267126,0.0013095974610025484
2017-02-08 05:00:00+00:00,0.0017456782403532647,0.0
2017-02-09 00:00:00+00:00,0.0007470331398503692,0.005915165536192165
2017-02-09 05:00:00+00:00,0.007538056039304273,0.0
2017-02-10 00:00:00+00:00,0.0005041873532411137,0.003938407049997017
2017-02-10 05:00:00+00:00,-0.0015672030965844762,0.0
2017-02-13 00:00:00+00:00,0.0006902377466707344,0.005427797035044019
2017-02-13 05:00:00+00:00,0.008414133276648677,0.0
2017-02-14 00:00:00+00:00,0.0005053622402784567,0.003987441300527198
2017-02-14 05:00:00+00:00,0.008418777596746387,0.0
2017-02-15 00:00:00+00:00,0.0006636233908297318,0.005206699232092381
2017-02-15 05:00:00+00:00,0.0018520595716621244,0.0
2017-02-16 00:00:00+00:00,-0.00010347797851863636,-0.0008517606770367051
2017-02-16 05:00:00+00:00,-0.0007138556139739471,0.0
2017-02-17 00:00:00+00:00,0.0002018375927845807,0.0015752022624088537
2017-02-17 05:00:00+00:00,0.0019548506294193775,0.0
2017-02-21 00:00:00+00:00,0.0009595732373071405,0.005937365303624781
2017-02-21 05:00:00+00:00,0.003430078062025692,0.0
2017-02-22 00:00:00+00:00,-0.00014326129170584936,-0.0008882486812263498
2017-02-22 05:00:00+00:00,0.001094738213085698,0.0
2017-02-23 00:00:00+00:00,0.00011019143498321026,0.0006768643996181438
2017-02-23 05:00:00+00:00,-0.00121742999103276,0.0
2017-02-24 00:00:00+00:00,0.0002060953797561503,0.001267933756965559
2017-02-24 05:00:00+00:00,0.0005291041913405714,0.0
2017-02-27 00:00:00+00:00,0.00025168801037018645,0.0015617723283416777
2017-02-27 05:00:00+00:00,-0.0006131565123887726,0.0
2017-02-28 00:00:00+00:00,-0.00043623968164247797,-0.0027028403406248666
2017-02-28 05:00:00+00:00,-0.0008582317497045277,0.0
2017-03-01 00:00:00+00:00,0.0022448658323026885,0.013900441852602512
2017-03-01 05:00:00+00:00,0.01545333979732651,0.0
2017-03-02 00:00:00+00:00,-0.0010212623548637332,-0.006317357191543791
2017-03-02 05:00:00+00:00,-0.007384794506486644,0.0
2017-03-03 00:00:00+00:00,0.00010168448035953349,0.0006292987652981839
2017-03-03 05:00:00+00:00,0.004327418203248714,0.0
2017-03-06 00:00:00+00:00,-0.0004824479948654669,-0.0029822849396906057
2017-03-06 05:00:00+00:00,-0.0016643756111902044,0.0
2017-03-07 00:00:00+00:00,-0.0005347109031443681,-0.0029911312058593623
2017-03-07 05:00:00+00:00,0.0010624139132611988,0.0
2017-03-08 00:00:00+00:00,-0.0021317658265351896,-0.001858317575432213
2017-03-08 05:00:00+00:00,-0.0003285855466351451,0.0
2017-03-09 00:00:00+00:00,-8.585183483328409e-05,0.00126736524348891
2017-03-09 05:00:00+00:00,-0.0019702492392259237,0.0
2017-03-10 00:00:00+00:00,0.0015891834060277432,0.0034978504951767523
2017-03-10 05:00:00+00:00,0.0023403766979181264,0.0
2017-03-13 00:00:00+00:00,0.0004494616514198797,0.0005046989446032986
2017-03-13 04:00:00+00:00,-0.00039136635780175993,0.0
2017-03-14 00:00:00+00:00,-0.0007113124687080476,-0.003833946618073611
2017-03-14 04:00:00+00:00,-0.0016613308547115866,0.0
2017-03-15 00:00:00+00:00,0.003352164275617406,0.008616220008765803
2017-03-15 04:00:00+00:00,0.006603828729724547,0.0
2017-03-16 00:00:00+00:00,-0.001706481479216474,-0.0019687717834620893
2017-03-16 04:00:00+00:00,0.0005648255126435641,0.0
2017-03-17 00:00:00+00:00,0.0004975682949950647,-0.0017576309644628646
2017-03-17 04:00:00+00:00,-0.0020215298242615984,0.0
2017-03-20 00:00:00+00:00,-0.001012646673753603,-0.0010976721018514442
2017-03-20 04:00:00+00:00,0.005767760637897695,0.0
2017-03-21 00:00:00+00:00,-0.00018661999908483164,-0.01292230596798326
2017-03-21 04:00:00+00:00,-0.00772649084200756,0.0
2017-03-22 00:00:00+00:00,0.0010275732888608458,0.0023500684237578334
2017-03-22 04:00:00+00:00,0.00802820442637763,0.0
2017-03-23 00:00:00+00:00,-0.0005655204070465832,-0.0010675215046436143
2017-03-23 04:00:00+00:00,-0.002114120307740321,0.0
2017-03-24 00:00:00+00:00,0.00025309793396801884,-0.0007266471541054074
2017-03-24 04:00:00+00:00,-0.00035283286481506524,0.0
2017-03-27 00:00:00+00:00,-0.0006404416087010614,-0.0010266971030395977
2017-03-27 04:00:00+00:00,0.0011964485094648957,0.0
2017-03-28 00:00:00+00:00,0.0014349300973299276,0.007250456421464382
2017-03-28 04:00:00+00:00,0.009166991701879993,0.0
2017-03-29 00:00:00+00:00,-0.00010240483654372148,0.0009344265968794453
2017-03-29 04:00:00+00:00,0.0016542345392416688,0.0
2017-03-30 00:00:00+00:00,-0.00019541094570178828,0.003178897700228317
2017-03-30 04:00:00+00:00,0.00045326053834628956,0.0
2017-03-31 00:00:00+00:00,-5.7328991160041944e-05,-0.0023303519586212016
2017-03-31 04:00:00+00:00,-0.00014845005695087701,0.0
2017-04-03 00:00:00+00:00,-0.0003848987863178592,-0.001740838751818744
2017-04-03 04:00:00+00:00,-0.0011655659947269344,0.0
2017-04-04 00:00:00+00:00,0.0004771368670175917,0.0006373056285441354
2017-04-04 04:00:00+00:00,0.0037727703745202997,0.0
2017-04-05 00:00:00+00:00,0.00014978029949144084,-0.0029769511262885233
2017-04-05 04:00:00+00:00,-0.0028802036957559047,0.0
2017-04-06 00:00:00+00:00,0.00020432588224715087,0.002807171864261239
2017-04-06 04:00:00+00:00,-0.00033662575707734874,0.0
2017-04-07 00:00:00+00:00,-0.0007178787514188515,-0.0010198036291035445
2017-04-07 04:00:00+00:00,-0.001140404104448069,0.0
2017-04-10 00:00:00+00:00,0.00032667134054083615,0.0005948564820326518
2017-04-10 04:00:00+00:00,-0.0011222697611333638,0.0
2017-04-11 00:00:00+00:00,-0.0002671916851274029,-0.0011904403128344427
2017-04-11 04:00:00+00:00,-0.0047289750852278975,0.0
2017-04-12 00:00:00+00:00,0.00010506731494071069,-0.00439138465759878
2017-04-12 04:00:00+00:00,-0.0005463490116799519,0.0
2017-04-13 00:00:00+00:00,-0.0016068946445033133,-0.006516116036226273
2017-04-13 04:00:00+00:00,-0.00339429192980924,0.0
2017-04-17 00:00:00+00:00,0.002174608291814831,0.008820982361133605
2017-04-17 04:00:00+00:00,0.004530438944507319,0.0
2017-04-18 00:00:00+00:00,-0.00026328136421380774,-0.0029887416675210454
2017-04-18 04:00:00+00:00,-0.0022372922573246266,0.0
2017-04-19 00:00:00+00:00,-0.0012007015950989907,-0.001840390822798175
2017-04-19 04:00:00+00:00,-0.003011829856210172,0.0
2017-04-20 00:00:00+00:00,0.001010372725955514,0.008106091135845124
2017-04-20 04:00:00+00:00,0.006888329075809371,0.0
2017-04-21 00:00:00+00:00,0.00017228082797966424,-0.0031918253819932306
2017-04-21 04:00:00+00:00,0.003298862674166317,0.0
2017-04-24 00:00:00+00:00,0.002693989866586345,0.010937770799472397
2017-04-24 04:00:00+00:00,0.00847316835995877,0.0
2017-04-25 00:00:00+00:00,0.0008156840538173508,0.005801914788791032
2017-04-25 04:00:00+00:00,0.004046092381247725,0.0
2017-04-26 00:00:00+00:00,-0.0005517022667868187,-0.0006288803451538154
2017-04-26 04:00:00+00:00,-0.0027100553532865474,0.0
2017-04-27 00:00:00+00:00,0.0006477144501276717,0.0008384437871699651
2017-04-27 04:00:00+00:00,0.00209178420547484,0.0
2017-04-28 00:00:00+00:00,-0.001085693492835476,-0.0021818600388613762
2017-04-28 04:00:00+00:00,0.00038145735689751895,0.0
2017-05-01 00:00:00+00:00,-0.0004482884926472913,0.002517040816065519
2017-05-01 04:00:00+00:00,0.011832567645543472,0.0
2017-05-02 00:00:00+00:00,0.00023707495444764672,0.0003770360053032696
2017-05-02 04:00:00+00:00,0.002074186914936293,0.0
2017-05-03 00:00:00+00:00,-0.0007579222851970247,-0.0012154194499765796
2017-05-03 04:00:00+00:00,-0.002093087969751369,0.0
2017-05-04 00:00:00+00:00,0.0006986095960423163,0.0011733049136457953
2017-05-04 04:00:00+00:00,-0.0025172328241541927,0.0
2017-05-05 00:00:00+00:00,0.0012862989326915958,0.003929363745612163
2017-05-05 04:00:00+00:00,0.008634103038868733,0.0
2017-05-08 00:00:00+00:00,-7.052383707131611e-05,-0.00016678999011711585
2017-05-08 04:00:00+00:00,0.012880312283481623,0.0
2017-05-09 00:00:00+00:00,-0.0009200390320666704,-0.000918208995944077
2017-05-09 04:00:00+00:00,0.003436213135980282,0.0
2017-05-10 00:00:00+00:00,0.0004938833846135292,0.001793802312429441
2017-05-10 04:00:00+00:00,-0.00144208467002384,0.0
